Model,Epoch,Train Loss,Train Acc,Date/Time,Video Name,Comment
BPNN_v1,14,0.580359697341919,0.7531009912490845,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,15,0.5616355538368225,0.7634307742118835,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,16,0.5368213057518005,0.7758347392082214,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,17,0.5102361440658569,0.7871406078338623,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,18,0.49628904461860657,0.7934035658836365,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,19,0.47087496519088745,0.8055634498596191,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,20,0.45105019211769104,0.8165846467018127,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,21,0.4352056086063385,0.821220874786377,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,22,0.41154417395591736,0.8351295590400696,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,23,0.3981506824493408,0.8400097489356995,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,24,0.3865835964679718,0.8445239663124084,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,25,0.37752899527549744,0.8492822051048279,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,26,0.3664703667163849,0.8520883321762085,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,27,0.3454589545726776,0.8620927929878235,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,28,0.33629176020622253,0.8664849996566772,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,29,0.33338573575019836,0.8700231909751892,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,30,0.3161087930202484,0.8781569004058838,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,31,0.3066347539424896,0.8807597160339355,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,32,0.28709423542022705,0.8886900544166565,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,33,0.28321030735969543,0.8921062350273132,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,34,0.2719736695289612,0.8956443667411804,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,35,0.26940345764160156,0.8972304463386536,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,36,0.25942063331604004,0.9004839658737183,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,37,0.25399649143218994,0.9023140668869019,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,38,0.2412518858909607,0.9083330035209656,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,39,0.233986958861351,0.9107324481010437,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,40,0.22960293292999268,0.9130505323410034,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,41,0.22856248915195465,0.9123998284339905,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,42,0.21861682832241058,0.9174427390098572,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,43,0.21382099390029907,0.9189881682395935,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,44,0.2075389325618744,0.9209402799606323,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,45,0.19686271250247955,0.9268778562545776,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,46,0.19563338160514832,0.9263491630554199,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,47,0.19209346175193787,0.9273658990859985,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,48,0.1890718787908554,0.9278945922851562,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,49,0.18200473487377167,0.931026041507721,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,50,0.18555673956871033,0.9311480522155762,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,51,0.1751277893781662,0.9344422221183777,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,52,0.177355095744133,0.9341168999671936,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,53,0.17555487155914307,0.9335474967956543,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,54,0.16546835005283356,0.9386311173439026,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,55,0.16805757582187653,0.9385091066360474,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,56,0.16305021941661835,0.9391191005706787,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,57,0.1569162756204605,0.9411118626594543,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,58,0.15900886058807373,0.9415999054908752,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,59,0.1516226828098297,0.944202721118927,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,60,0.14944052696228027,0.9440807104110718,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,61,0.14832113683223724,0.9437959790229797,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,62,0.15021243691444397,0.9437553286552429,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,63,0.15004447102546692,0.9441620111465454,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,64,0.14709556102752686,0.9457887411117554,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,65,0.1428021639585495,0.9477408528327942,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,66,0.1375764161348343,0.9487168788909912,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,67,0.14071182906627655,0.9489609003067017,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,68,0.14141105115413666,0.9479035139083862,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,69,0.13191969692707062,0.9510756731033325,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,70,0.12924028933048248,0.9526617527008057,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,71,0.12575596570968628,0.954207181930542,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,72,0.13420571386814117,0.949855625629425,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,73,0.12110106647014618,0.9544512033462524,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,74,0.12819984555244446,0.9524990916252136,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,75,0.12572364509105682,0.9540038108825684,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,76,0.12813161313533783,0.9522144198417664,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,77,0.1254509538412094,0.9538818001747131,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,78,0.12148129194974899,0.9546138644218445,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,79,0.12058819085359573,0.9560372233390808,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,80,0.11674067378044128,0.9573793411254883,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,81,0.12062914669513702,0.9554272294044495,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,82,0.11956910789012909,0.9555898904800415,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,83,0.11221197992563248,0.95986008644104,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,84,0.11189568042755127,0.9594940543174744,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,85,0.11177341639995575,0.9603074789047241,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,86,0.1083417534828186,0.9605921506881714,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,87,0.11674274504184723,0.9570539593696594,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,88,0.10052815079689026,0.9631949067115784,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,89,0.11260205507278442,0.9564439654350281,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,90,0.10422768443822861,0.9629508852958679,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,91,0.10355284810066223,0.9627882242202759,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,92,0.10684873908758163,0.9610801339149475,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,93,0.10569214820861816,0.9609988331794739,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,94,0.10268534719944,0.9616088271141052,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,95,0.10624044388532639,0.9626662135124207,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,96,0.10579611361026764,0.9616495370864868,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,97,0.10321883112192154,0.9625442028045654,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,98,0.11026487499475479,0.9598194360733032,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,99,0.10763610154390335,0.9620562195777893,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
BPNN_v1,100,0.09843909740447998,0.9638456106185913,2023-04-05 18:59:05,animal_3_learning_day_11,without frame subtraction
,,,,,,
